Seção;Sub seção;Informação;Fonte Citada;Pagina;Só texto;Relatório;Observação;Link;Comentário relatório;Aberta;;;;;;;;;;;;;;;;;
Execução Orçamentária e Financeira;Demonstrativo da Receita de impostos e das Despesas próprias com Saúde;Fundo Municipal da saúde - Totais;Prévia do relatório resulmido da execução orçamentária - RREO;65;N;20-1;;;;;;;;;;;;;;;;;;;;;
Auditorias;Auditorias Internas;Auditorias Internas;Própria (prefeitura municial de Curitiba);65-69;S;20-1;;;;;;;;;;;;;;;;;;;;;
Auditorias;Auditorias Externas;Auditorias Externas;Própria (prefeitura municial de Curitiba);69-76;S;20-1;;;;;;;;;;;;;;;;;;;;;
Considerações;;;Própria (prefeitura municial de Curitiba);76-82;S;20-1;;;;;;;;;;;;;;;;;;;;;
Dados Demográficos e de Morbimortalidade;;População estimada por sexo e faixa etária;Elaborada pelo Ministério da Saúde/SVS/CGIAE – TABNET;9;N;20-1;;;https://datasus.saude.gov.br/populacao-residente;;;;;;;;;;;;;;;;;;
Dados Demográficos e de Morbimortalidade;População estimada por sexo e faixa etária;População estimada por sexo e faixa etária;Elaborada pelo Ministério da Saúde/SVS/CGIAE – TABNET;9;N;20-2;Dados Demográficos e de Morbimortalidade;População estimada por sexo e faixa etária;População estimada por sexo e faixa etária;Elaborada pelo Ministério da Saúde/SVS/CGIAE – TABNET;;;;;;;;;;;;;;;;;
Dados Demográficos e de Morbimortalidade;Nascidos Vivos;Série histórica de Nascidos Vivos;SINASC;10;N;20-2;A atualização dos valores relativos ao último periodo ocorrem simultaneamente ao carregamento dos dados no Tabnet/DATASUS;;"Dados extraídos em 10/09/2020.
*dados preliminares";;;;;;;;;;;;;;;;;;
Dados Demográficos e de Morbimortalidade;Principais causas de internações;Principais causas de internações;Sistema de informações hospitares SUS (SIH/SUS);11;N;20-2;;;;;;;;;;;;;;;;;;;;;
Dados Demográficos e de Morbimortalidade;Mortalidade por grupos de causas;Mortalidade de residente, segundo capítulo CID-10;Sistema de Informação sobre Mortalidade (MS/SVS/CGIAE/SIM – Tabnet);13;N;20-2;;;;;;;;;;;;;;;;;;;;;
Dados de produção de Serviços no SUS;Produção de Atenção Básica;Produção da Atenção Básica, conforme grupo de procedimento;Sistema de Informações Ambulatoriais de SUS(SIA/SUS);14;N;20-2;;;;;;;;;;;;;;;;;;;;;
Dados de produção de Serviços no SUS;Produção de Urgência e Emergência por grupo de procedimento;Produção de Urgência e Emergência, conforme grupo de procedimento;"Sistema de Informações Ambulatoriais de SUS(SIA/SUS) e
Sistema de Informação Hospitalar (SIH/SUS)";15;N;20-2;;;;;;;;;;;;;;;;;;;;;
Dados de produção de Serviços no SUS;Produção da Atenção Psicossocial por forma de organização;Produção da Atenção Psicossocial por forma de organização;Sistema de Informações Ambulatoriais de SUS(SIA/SUS) e Sistema de Informação Hospitalar (SIH/SUS);16;N;20-2;;;;;;;;;;;;;;;;;;;;;
Dados de produção de Serviços no SUS;Produção de atenção ambulatorial especializada e hospitalar por grupo de procedimentos;Produção da Atenção Ambulatorial especializada, conforme grupo de procedimento;Sistema de Informações Ambulatoriais de SUS(SIA/SUS) e Sistema de Informação Hospitalar (SIH/SUS);17;N;20-2;;;;;;;;;;;;;;;;;;;;;
Dados de produção de Serviços no SUS;Produção de Assistência Farmacêutica;Produção de Assistência Farmacêutica;Própria (prefeitura municial de Curitiba);17;N;20-2;;;;;;;;;;;;;;;;;;;;;
Dados de produção de Serviços no SUS;Produção de Vigilância em saúde por grupo de procedimentos;Produção da Vigilância em Saúde, conforme grupo de procedimento;Sistema de Informações Ambulatoriais de SUS(SIA/SUS);18;N;20-2;;;;;;;;;;;;;;;;;;;;;
Rede Física Prestadora de Serviços ao SUS;Por tipo de Estabelecimento e Gestão;Rede Física de Serviços no SUS Curitiba;CNES;19;N;20-2;Dados atualizados em 06/05/2020. OBS: Linhas acima incluídas, pois são apresentadas no relatório de ATENDIMENTO PRESTADO do DATASUS.;;;;;;;;;;;;;;;;;;;;
Rede Física Prestadora de Serviços ao SUS;Por natureza jurídica;Rede física de estabelecimentos de saúde por natureza jurídica;CNES;20;N;20-2;Dados atualizados em 06/05/2020.;;;;;;;;;;;;;;;;;;;;
Profissionais de Saúde Trabalhando no SUS;;Profissionais que atuam na Secretaria Municipal de Saúde;Núcleo Setorial de Gestão de Pessoal – Saúde/NGP-S;21;N;20-2;;;;;;;;;;;;;;;;;;;;;
Profissionais de Saúde Trabalhando no SUS;;Número e Cargos dos Profissionais que atuam na SMS com vínculo empregatício com a Prefeitura Municipal de Curitiba;Núcleo Setorial de Gestão de Pessoal – Saúde/NGP-S;22;N;20-2;;;;;;;;;;;;;;;;;;;;;
Profissionais de Saúde Trabalhando no SUS;;Alterações no quadro próprio de profissionais, segundo motivo de desligamento (Estatutário e CLT) SMS – Curitiba/ABRIL 2020;Núcleo Setorial de Gestão de Pessoal – Saúde/NGP-S;23;N;20-2;;;;;;;;;;;;;;;;;;;;;
Programação Anual de Saúde (PAS);;Diretriz 1. Posto de Saúde em acolhida;Própria (prefeitura municial de Curitiba);24-26;S;20-2;;;;;;;;;;;;;;;;;;;;;
Programação Anual de Saúde (PAS);;Diretriz 2. Implantar as redes de atenção prioritárias (Atenção Materno-Infantil, Saúde Mental, Saúde Bucal, Pessoa com Deficiência, Saúde do Idoso);Própria (prefeitura municial de Curitiba);26-32;S;20-2;;;;;;;;;;;;;;;;;;;;;
Programação Anual de Saúde (PAS);;Diretriz 3. Promoção a Saúde;Própria (prefeitura municial de Curitiba);32;S;20-2;;;;;;;;;;;;;;;;;;;;;
Programação Anual de Saúde (PAS);;Diretriz 4. Rede de Atenção à Urgência e Emergência;Própria (prefeitura municial de Curitiba);32-34;S;20-2;;;;;;;;;;;;;;;;;;;;;
Programação Anual de Saúde (PAS);;Diretriz 5. Organização da atenção ambulatorial e hospitalar especializada - Hospitais em Rede;Própria (prefeitura municial de Curitiba);34-35;S;20-2;;;;;;;;;;;;;;;;;;;;;
Programação Anual de Saúde (PAS);;Diretriz 6. Regulação do Sistema Municipal de Saúde;Própria (prefeitura municial de Curitiba);35-39;S;20-2;;;;;;;;;;;;;;;;;;;;;
Programação Anual de Saúde (PAS);;Diretriz 7. Vigilância em Saúde – vigilância epidemiológica, sanitária, ambiental (Curitiba sem Mosquito), zoonoses e saúde do trabalhador.;Própria (prefeitura municial de Curitiba);39-46;S;20-2;;;;;;;;;;;;;;;;;;;;;
Programação Anual de Saúde (PAS);;Diretriz 8. Gestão de Pessoas e Educação Permanente em Saúde;Própria (prefeitura municial de Curitiba);46-49;S;20-2;;;;;;;;;;;;;;;;;;;;;
Programação Anual de Saúde (PAS);;Diretriz 9. Participação da Sociedade e Controle Social;Própria (prefeitura municial de Curitiba);50-53;S;20-2;;;;;;;;;;;;;;;;;;;;;
Programação Anual de Saúde (PAS);;Diretriz 10.Qualificação da Gestão e do Financiamento em Saúde;Própria (prefeitura municial de Curitiba);53-54;S;20-2;;;;;;;;;;;;;;;;;;;;;
Programação Anual de Saúde (PAS);;Diretriz 11. Enfrentamento à situação de emergência em saúde pública em decorrência da infecção humana pelo novo Coronavírus;Própria (prefeitura municial de Curitiba);54-58;S;20-2;;;;;;;;;;;;;;;;;;;;;
Indicadores de Pactuação Interfederativa;;Indicadores;Própria (prefeitura municial de Curitiba);58-64;S;20-2;;;;;;;;;;;;;;;;;;;;;
Execução Orçamentária e Financeira;Receitas por Origem – Grupos;Receitas por Origem – Grupos de Recursos;SGP;65;N;20-2;Comparativo;;;;;;;;;;;;;;;;;;;;
Execução Orçamentária e Financeira;Receitas por Origem – Grupos;Receitas por Origem;SGP;65;N;20-2;Grafico;;;;;;;;;;;;;;;;;;;;
Execução Orçamentária e Financeira;Despesas pagas por grupos de Recursos;Despesas pagas por grupos;SGP;66;N;20-2;Comparativo;;;;;;;;;;;;;;;;;;;;
Execução Orçamentária e Financeira;Despesas pagas por grupos de Recursos;Despesas pagas por grupos de Recursos;SGP;66;N;20-2;Grafico;;;;;;;;;;;;;;;;;;;;
Execução Orçamentária e Financeira;Despesas pagas por categoria econômica;Despesas pagas por categoria econômica;SGP;67;N;20-2;Comparativo;;;;;;;;;;;;;;;;;;;;
Execução Orçamentária e Financeira;Despesas pagas por categoria econômica;Despesas por categoria econômica;SGP;67;N;20-2;Grafico;;;;;;;;;;;;;;;;;;;;
Execução Orçamentária e Financeira;Receitas por Componentes;Receitas por Componentes;Núcleo de asseramento financeiro;68;N;20-2;Prestação de contas - 1 quadrimestre 2020;;;;;;;;;;;;;;;;;;;;
Execução Orçamentária e Financeira;Desepesas pagas por detalhes;Desepesas pagas por detalhes;Núcleo de asseramento financeiro;69;N;20-2;Prestação de contas - 1 quadrimestre 2020;;;;;;;;;;;;;;;;;;;;
Execução Orçamentária e Financeira;Fundo Municipal – Balancete Financeiro;Fundo Municipal da saúde - Balancete financeiro do periodo;Núcleo de asseramento financeiro;70;N;20-2;Comparativo;;;;;;;;;;;;;;;;;;;;
Execução Orçamentária e Financeira;Fundo Municipal – Balancete Financeiro;Fundo Municipal da saúde - Balancete financeiro do periodo;Núcleo de asseramento financeiro;70;N;20-2;Grafico;;;;;;;;;;;;;;;;;;;;
Execução Orçamentária e Financeira;Demonstrativo da Receita de impostos e das Despesas próprias com Saúde;Fundo Municipal da saúde - Totais;Prévia do relatório resulmido da execução orçamentária - RREO;71;N;20-2;;;;;;;;;;;;;;;;;;;;;
Auditorias;Auditorias Internas;Auditorias Internas;Própria (prefeitura municial de Curitiba);71-74;S;20-2;;;;;;;;;;;;;;;;;;;;;
Auditorias;Auditorias Externas;Auditorias Externas;Própria (prefeitura municial de Curitiba);74-82;S;20-2;;;;;;;;;;;;;;;;;;;;;
Considerações;;;Própria (prefeitura municial de Curitiba);82-84;S;20-2;;;;;;;;;;;;;;;;;;;;;
REDE FÍSICA DE SERVIÇOS NO SUS-CURITIBA;;Rede Física de Serviços do SUS-Curitiba;CCAA/Tabwin/CNES/Estabelecimentos;8;N;13-2;;;;;;;;;;;;;;;;;;;;;
RECURSOS HUMANOS DO SUS-CURITIBA;;Número e Cargos dos Profissionais que atuam na SMS com vínculo empregatício com a Prefeitura Municipal de Curitiba;Não Citada;9;N;13-2;;;;;;;;;;;;;;;;;;;;;
RECURSOS HUMANOS DO SUS-CURITIBA;;Número de trabalhadores que atuam no SUS-Curitiba por tipo de vínculo;Não Citada;10;N;13-2;;;;;;;;;;;;;;;;;;;;;
AUDITORIAS REALIZADAS;;Número de Auditorias realizadas pela Secretaria Municipal da Saúde de Curitiba por categoria;CCAA/SMS;12;N;13-2;;;;;;;;;;;;;;;;;;;;;
AUDITORIAS REALIZADAS;;Total de Auditorias realizadas, com descrição de finalidades, recomendações por Demandante e Unidade(s) Auditada(s);CCAA/SMS;12-14;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;ATENÇÃO PRIMÁRIA À SAÚDE;"Médicos que atendem nas Unidades de Atenção Primária à
Saúde da SMS/ Curitiba";DAPS/SMS;17;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;ATENÇÃO PRIMÁRIA À SAÚDE;Unidades Básicas de Saúde na SMS/Curitiba;DAPS/SMS;18;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Programa Bolsa Familia - Número de famílias inscritas e acompanhadas pela Atenção Básica;Sistema de Gestão do Acompanhamento das Condicionalidades de Saúde do PBF – DATASUS/MS;19;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Prevenção do Câncer Colo Útero e de Mama - Número de exames citopatológicos e mamografias;SIA SUS– DATASUS/MS;19;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Número de Procedimentos Odontológicos Clínicos Individuais realizados na rede municipal de saúde de Curitiba;E-Saude - Relatório de procedimentos por categoria;20;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Procedimentos Odontológicos - Ação Coletiva de Escovação Dental Supervisionada;Relatório de procedimentos por categoria - dinâmico e-saude;20;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Consultas Médicas realizadas em Unidades Básicas de Saúde da Secretaria Municipal de Saúde de Curitiba;CCAA/Datasus;21;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Consultas de Enfermagem realizadas em Unidades Básicas de Saúde da Secretaria Municipal de Saúde de Curitiba;CCAA/Datasus;21;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Nº Outros procedimentos de enfermagem/nível médio/PACS realizados em Unidades Básicas de Saúde da SMS/Curitiba;CCAA/Datasus;21;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Produção em Odontologia nas Unidades Básicas de Saúde da SMS/Curitiba;CCAA/Datasus;22;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Pesquisa de Monitoramento do Atendimento em Saúde: Avaliação do Usuário;ICI - Pesquisa de monitoramento do atendimento à saúde - período de atendimento;22;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO PRIMÁRIA À SAÚDE;Pesquisa de Monitoramento do Atendimento em Saúde: Tempo até o atendimento;ICI - Pesquisa de monitoramento do atendimento à saúde - período de atendimento;23;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Consultas Médicas realizadas na Atenção Especializada Ambulatorial na rede SUS-Curitiba;CCAA/Datasus;27;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Razão: Atendimentos Médicos realizados na Atenção Especializada Ambulatorial / Atendimentos Médicos Realizados nas Unidades Básicas de Saúde;CCAA/Datasus;28;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Produção de Enfermagem na rede SUS-Curitiba - Nº Ações Especializadas de Enfermagem (somente CBO de Enfermeiro, Auxiliar e Técnico de enfermagem;CCAA/Datasus;28;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Produção de Odontologia na rede SUS-Curitiba - Nº Ações Especializadas em Odontologia;CCAA/Datasus;28;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Produção Exames de Média Complexidade na rede SUS-Curitiba;CCAA/Datasus;29;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Procedimentos de Alta Complexidade realizados no SUS-Curitiba por tipo e mês e total no período;CCAA/Datasus;29;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Número de Procedimentos Ambulatoriais de Média Complexidade de Razão por População Residente;CCAA/Datasus;29;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Número de Procedimentos Ambulatoriais de Alta Complexidade e Razão por População Residente;CCAA/Datasus;30;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Número de AIHs geradas na rede SUS-Curitiba e valor médio pago por AIH por mês e total no período;CCAA/Datasus;30;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Tipo e Proporção de Internações realizadas no SUS-Curitiba;CCAA/Datasus;31;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Número e proporção das internações realizadas no SUS-Curitiba por local de residência dos usuários;CCAA/Datasus;31;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Número de Internações Clínico-Cirúrgicas de Média Complexidade e Razão por População Residente;CCAA/Datasus;32;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Número de Internações Clínico-Cirúrgicas de Alta Complexidade e Razão por População Residente;CCAA/Datasus;32;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Número de Serviços Hospitalares com Contrato de Metas Firmado no SUS-Curitiba;CCAA;33;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Número de Órteses e Próteses disponibilizadas pela rede SUS-Curitiba por tipo e mês e total no período;CCAA/Datasus;33;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Número de Órteses e Próteses disponibilizadas no pela rede SUS-Curitiba e valores pagos;CCAA/Datasus;34;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: URGÊNCIA E EMERGÊNCIA;Número atendimentos em Urgência e Emergência realizados na rede SUS-Curitiba por local de ocorrência;CCAA/Datasus;36;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: URGÊNCIA E EMERGÊNCIA;Número atendimentos em Urgência e Emergência realizados em cada UPA;CCAA/Datasus;36;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: URGÊNCIA E EMERGÊNCIA;Razão: Atendimentos Médicos realizados em Urgência e Emergência / Atendimentos Médicos Realizados nas Unidades Básicas de Saúde;CCAA/Datasus;37;N;13-2;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA;INFORMAÇÃO EM SAÚDE: VIGILÂNCIA EM SAÚDE - VIGILÂNCIA EPIDEMIOLÓGICA;Número de doses de vacinas do calendário vacinal aplicadas em crianças no município de Curitiba por mês e total no período. Cobertura vacinal considerando período de 7 meses e período de 12 meses;Centro de Epidemiologia/SMS;41;N;13-2;;;;;;;;;;;;;;;;;;;;;
